global_sweep,stage,stage_sweep,degree,n_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,is_best
237,1,107,6,84,0.00011846609763948497,0.00013250449528067336,0.00627061526323203,0.0015173469807407403,0.00138752567720463,0.0005414578587146953,0.0003076599955278654,0.0004017478653921379,0.00037178634990145,0.0006455512655203602,1
238,1,108,6,84,0.00011816505002474965,0.00013216024166135993,0.006270362360105425,0.001511000366013079,0.0013828797697549454,0.000539713305262912,0.000308567876112677,0.00040581609170645426,0.00036171449841035467,0.0006268887577797396,1
239,1,109,6,84,0.0001178707799952772,0.00013182326634944,0.00627011296365216,0.0015047106330959828,0.0013782741563049205,0.0005379925252848076,0.00030942736959428755,0.00040976634973949815,0.00035183041457037095,0.0006085598466008017,1
240,1,110,6,84,0.0001175830892007262,0.000131493379136083,0.006269867005621496,0.0014984768506183862,0.0013737078566187313,0.0005362949390605211,0.00031023971830322796,0.0004136010145951729,0.0003421314100571733,0.000590558995893942,1
241,1,111,6,84,0.00011730178606528606,0.00013117039538638507,0.006269624419202569,0.0014922981078694109,0.0013691799192514138,0.0005346199841637536,0.00031100613021170547,0.0004173224082908315,0.0003326148753888864,0.0005728807778980411,1
242,1,112,6,84,0.00011702668552595069,0.00013085413586176868,0.006269385138995681,0.0014861735141616672,0.001364689420699587,0.0005329671148738449,0.0003117277802908826,0.0004209328019841304,0.0003232782823804905,0.0005555198748967135,1
243,1,113,6,84,0.00011675760878193247,0.00013054442654823387,0.006269149100984029,0.001480102198225612,0.0013602354645773898,0.0005313358016104666,0.00031240581157948133,0.0004244344176695169,0.0003141191866294608,0.0005384710807687926,1
244,1,114,6,84,0.00011649438305472772,0.00013024109849029124,0.006268916242505812,0.0014740833076316788,0.0013558171808184276,0.0005297255303900296,0.00031304133641075755,0.0004278294301607363,0.0003051352302481581,0.0005217293027985696,1
245,1,115,6,84,0.0001162368413583495,0.00012994398763041597,0.006268686502226885,0.0014681160082391565,0.0013514337249010853,0.0005281358023027896,0.0003136354375675301,0.0004311199689245548,0.00029632414469712916,0.0005052895632557594,1
246,1,116,6,84,0.00011598482227923893,0.00012965293465384156,0.006268459820113708,0.0014621994836697713,0.0013470842770972895,0.0005265661330097866,0.00031418916922102915,0.00043430811948509137,0.00028768375389584403,0.0004891470013457427,1
247,1,117,6,84,0.0001157381697654345,0.0001293677848385616,0.006268236137406866,0.0014563329348042582,0.0013427680417442702,0.0005250160522588489,0.0003147035580320055,0.0004373959251448274,0.00027921197759254833,0.0004732968752069207,1
248,1,118,6,84,0.00011549673292458854,0.00012908838791033438,0.006268015396594885,0.0014505155793006455,0.0013384842465375881,0.0005234851034187463,0.00031517960410636526,0.00044038538841742415,0.00027090683508380615,0.0004577345642579676,1
249,1,119,6,84,0.00011526036583039239,0.00012881459790256374,0.006267797541388545,0.001444746651132898,0.0013342321418458047,0.0005219728430308265,0.0003156182818611362,0.00044327847227108706,0.00026276644926924805,0.0004424555718606883,1
250,1,120,6,84,0.00011502892733708159,0.00012854627302089484,0.0062675825166956375,0.001439025400148408,0.0013300110000455335,0.0005204788403773706,0.00031602054096181747,0.0004460771015204271,0.00025478905117561084,0.00042745552840554846,1
251,1,121,6,84,0.00011480228090162912,0.00012828327551235192,0.0062673702685960685,0.0014333510916434667,0.0013258201148762436,0.0005190026770659521,0.0003163873071280374,0.00044878316396631065,0.00024697298494446543,0.00041273019500490067,1
252,1,122,6,84,0.00011458029441327924,0.0001280254715388984,0.006267160744317476,0.0014277230059555857,0.0013216588008142772,0.0005175439466291639,0.0003167194829028616,0.00045139851144828367,0.0002393167133811565,0.0003982754677280705,1
253,1,123,6,84,0.00011436284003011218,0.00012777273105525505,0.006266953892211178,0.0014221404380715267,0.0013175263924656312,0.0005161022541390831,0.0003170179484379815,0.0004539249609486347,0.0002318188241262804,0.00038408738280895746,1
254,1,124,6,84,0.00011414979402230874,0.0001275249276908093,0.006266749661728585,0.0014166026972503459,0.0013134222439764465,0.0005146772158357972,0.0003172835622080735,0.0004563642955569979,0.00022447803650496394,0.0003701621226535859,1
255,1,125,6,84,0.00011394103662184362,0.0001272819386355464,0.006266548003398063,0.0014111091066603184,0.001309345728461237,0.0005132684587695456,0.00031751716167442343,0.0004587182653354088,0.0002172932091475454,0.0003564960231258562,1
256,1,126,6,84,0.00011373645187827232,0.00012704364452977986,0.006266348868802107,0.0014056590030294882,0.0013052962374480058,0.0005118756204558016,0.0003177195639111251,0.0004609885881328751,0.00021026334845265535,0.000343085582168509,1
257,1,127,6,84,0.00011353592752042752,0.00012680992935761303,0.006266152210555054,0.0014002517363081491,0.0013012731803396683,0.0005104983485428223,0.00031789156634519405,0.00046317695060287017,0.00020338761797913328,0.00032992747014824346,1
258,1,128,6,84,0.00011333935482364954,0.00012658068034398687,0.006265957982281089,0.0013948866693439007,0.0012972759838911175,0.0005091363004911383,0.00031803394716464555,0.00046528500862141425,0.0001966653488247603,0.00031701854219957226,1
259,1,129,6,84,0.0001131466284824368,0.00012635578785516135,0.0062657661385927405,0.0013895631775671928,0.0012933040917022466,0.0005077891432645421,0.00031814746610026197,0.00046731438839836087,0.00019009605115936795,0.0003043558530908334,1
260,1,130,6,84,0.00011295764648814249,0.00012613514530254567,0.0062655766350697105,0.0013842806486883729,0.001289356963725196,0.000506456553032045,0.0003182328647082916,0.0004692666866603842,0.00018367942685202453,0.00029193667498017106,1
261,1,131,6,84,0.00011277231001163985,0.0001259186490497557,0.006265389428238185,0.0013790384824040284,0.00128543407578648,0.0005051382148804464,0.00031829086713877007,0.0004711434717735055,0.00017741538341029336,0.0002797585189105365,1
262,1,132,6,84,0.00011259052329059323,0.00012570619832275788,0.006265204475550444,0.0013738360901134048,0.001281534919123157,0.0005038338225370073,0.00031832218040119746,0.00047294628390097166,0.00017130404919052483,0.0002678191606777454,1
263,1,133,6,84,0.00011241219352127596,0.00012549769512302245,0.006265021735364946,0.001368672894643755,0.001277658999932275,0.0005025430781019014,0.0003183274950959614,0.00047467663607484014,0.00016534578995865232,0.000256116672219906,1
264,1,134,6,84,0.00011223723075461682,0.00012529304414355224,0.0062648411669267495,0.0013635483299845685,0.0012738058389337157,0.0005012656917899976,0.0003183074855744599,0.0004763360141776544,0.00015954122678768967,0.00024464945973135855,1
265,1,135,6,84,0.00011206554779637898,0.00012509215268771446,0.006264662730348345,0.0013584618410297637,0.0012699749709456937,0.0005000013816816392,0.0003182628106107064,0.000477925877916416,0.00015389125521192358,0.00023341631011828575,1
266,1,136,6,84,0.00011189706011123335,0.0001248949305907417,0.006264486386590836,0.0013534128833280498,0.001266165944472488,0.0004987498734820288,0.0003181941136792094,0.0004794476610549025,0.00014839706558132732,0.00022241644796770708,1
267,1,137,6,84,0.0001117316857306037,0.00012470129014384207,0.006264312097445549,0.001348400922840732,0.0012623783213045732,0.0004975109002889762,0.00031810202340881266,0.0004809027719863315,0.00014306016430178466,0.00021164960552902913,1
268,1,138,6,84,0.000111569345164092,0.00012451114602079165,0.006264139825515946,0.0013434254357064864,0.0012586116761302373,0.000496284202368556,0.00031798715399195237,0.0004822925942376285,0.00013788239565535565,0.00020111610917110674,1
269,1,139,6,84,0.00011140996131433818,0.00012432441520695455,0.00626396953419994,0.0013384859080135764,0.0012548655961579025,0.0004950695269384407,0.00031785010543965706,0.0004836184866928944,0.0001328659636448672,0.00019081698668715514,1
270,1,140,6,84,0.00011125345939517831,0.0001241410169306122,0.0062638011876725965,0.0013335818355779622,0.0012511396807504099,0.0004938666279586277,0.0003176914641086809,0.0004848817843341152,0.00012801345308747524,0.00018075410107664964,1
271,1,141,6,84,0.00011109976685294978,0.000123960872596539,0.0062636347508691105,0.0013287127237280895,0.001247433541069227,0.0004926752659292204,0.000317511802907659,0.00048608379839378067,0.0001233278488966431,0.0001709303181283681,1
272,1,142,6,84,0.00011094881329080945,0.0001237839057217464,0.006263470189468211,0.0013238780870957949,0.0012437467997290274,0.000491495207695038,0.0003173116816848294,0.0004872258168574114,0.00011881255213639155,0.00016134971723417624,1
273,1,143,6,84,0.00011080053039595152,0.00012361004187330066,0.006263307469875905,0.0013190774494127038,0.0012400790904624356,0.0004903262262567661,0.00031709164754840723,0.0004883091048474352,0.00011447139098440228,0.00015201785780448207,1
274,1,144,6,84,0.00011065485186956746,0.00012343920860816623,0.006263146559209486,0.0013143103433123982,0.0012364300577945855,0.000489168100588432,0.00031685223517927927,0.0004893349049980057,0.00011030862425741097,0.00014294211689223706,1
275,1,145,6,84,0.00011051171335948409,0.000123271335414965,0.006262987425281971,0.0013095763101378722,0.0012327993567267347,0.0004880206154609098,0.00031659396709245017,0.0004903044377575775,0.00010632893461003363,0.0001341321181733021,1
276,1,146,6,84,0.00011037105239533626,0.00012310635365763507,0.0062628300365868,0.0013048748997541596,0.0012291866524291651,0.00048688356127130387,0.0003163173539823541,0.0004912189018355718,0.0001025374078974242,0.0001256002769031212,1
277,1,147,6,84,0.0001102328083261479,0.00012294419652086416,0.006262674362282918,0.0013002056703659364,0.001225591619943092,0.0004857567338779149,0.0003160228949415963,0.0004920794744478654,9.893949477566796e-05,0.00011736249068845072,1
278,1,148,6,84,0.00011009692226028263,0.00012278479895729883,0.006262520372180101,0.0012955681883395128,0.0012220139438911671,0.00048463993444064946,0.0003157110778213817,0.0004928873118109445,9.55409501390262e-05,0.00010943900859048032,1
279,1,149,6,84,0.00010996333700760507,0.0001226280976363988,0.006262368036724666,0.0012909620280300745,0.001218453318195996,0.00048353296926661093,0.0003153823793806143,0.000493643549260309,9.234774597910671e-05,0.00010185550912723841,1
280,1,150,6,84,0.00010983199702378524,0.00012247403089493127,0.006262217326985443,0.0012863867716128225,0.001214909445807126,0.0004824356496607113,0.00031503726564638553,0.0004943493017788404,8.936595360519569e-05,9.464440280575656e-05,1
281,1,151,6,84,0.00010970284835667317,0.00012232253868902894,0.006262068214640081,0.0012818420089184275,0.001211382038435732,0.000481347791781118,0.00031467619210877014,0.0004950056642078171,8.660159220159426e-05,8.784633316030219e-05,1
282,1,152,6,84,0.00010957583859462197,0.00012217356254774647,0.006261920671961584,0.0012773273372728932,0.0012078708162969476,0.0004802692164993526,0.00031429960395662444,0.000495613711553695,8.406044259920863e-05,8.151175874002128e-05,1
283,1,153,6,84,0.00010945091681672947,0.00012202704552809504,0.006261774671805263,0.0012728423613410926,0.001204375507859892,0.000479199749264923,0.0003139079363473649,0.0004961744993673138,8.174782800153508e-05,7.570232191273863e-05,1
284,1,154,6,84,0.00010932803354485711,0.00012188293217145103,0.006261630187595842,0.0012683866929743338,0.0012008958496042554,0.00047813921997416707,0.00031350161459177135,0.0004966890639593382,7.966836723643756e-05,7.049141537808207e-05,1
285,1,155,6,84,0.00010920714069742115,0.0001217411684613551,0.006261487193314915,0.0012639599510613994,0.0011974315857845408,0.0004770874628433703,0.0003130810544581018,0.0004971584228590937,7.782571061338763e-05,6.596295023122658e-05,1
286,1,156,6,84,0.00010908819154482907,0.00012160170178260261,0.00626134566348869,0.0012595617613835829,0.001193982468200882,0.0004760443162858782,0.0003126466622775523,0.0004975835748948362,7.622227317573774e-05,6.220695954846732e-05,1
287,1,157,6,84,0.00010897114066652943,0.0001214644808816069,0.006261205573175917,0.0012551917564728717,0.0011905482559760373,0.00047500962279302725,0.00031219883517160507,0.0004979655005244287,7.485898416184067e-05,5.9310754340341927e-05,1
288,1,158,6,84,0.00010885594390959548,0.00012132945582797701,0.006261066897956198,0.0012508495754733756,0.0011871287153395528,0.0004739832288188653,0.00031173796142948304,0.0004983051624424202,7.373507388758637e-05,5.73455361427454e-05,1
289,1,159,6,84,0.00010874255834877314,0.00012119657797729874,0.006260929613918471,0.001246534864006644,0.0011837236194175871,0.00047296498466849505,0.0003112644204124762,0.0004986035053042055,7.284791908231157e-05,5.635095707259647e-05,1
290,1,160,6,84,0.00010863094224797681,0.00012106579993501937,0.006260793697649767,0.001242247274039448,0.00118033274802876,0.000471954744389817,0.00031077858301760153,0.0004988614565198774,7.219296440601483e-05,5.6322946938441987e-05,1
291,1,161,6,84,0.00010852105502311012,0.00012093707552146942,0.006260659126224234,0.0012379864637549818,0.001176955887486148,0.0004709523656686925,0.0003102808117029306,0.0004990799262096012,7.176373149833314e-05,5.721050359960236e-05,1
292,1,162,6,84,0.00010841285720620574,0.00012081035973793394,0.006260525877192412,0.0012337520974271075,0.001173592830404956,0.000469957709727346,0.0003097714607551673,0.0004992598076390117,7.155191829384433e-05,5.892344687596769e-05,1
293,1,163,6,84,0.00010830631041083381,0.00012068560873374883,0.006260393928570665,0.0012295438452972034,0.0011702433755154528,0.0004689706412258483,0.0003092508764225851,0.0004994019773881451,7.154758193909805e-05,6.134769067768031e-05,1
294,1,164,6,84,0.00010820137729870426,0.0001205627797744074,0.006260263258831002,0.0012253613834541477,0.0011669073274813936,0.0004679910281666658,0.000308719397122062,0.0004995072956952086,7.17393901637306e-05,6.436176800148714e-05,1
295,1,165,6,84,0.0001080980215474219,0.00012044183121060286,0.006260133846890944,0.001221204393716592,0.001163584496723798,0.00046701874180206377,0.00030817735363713203,0.0004995766067390298,7.211491990662294e-05,6.784967106547715e-05,1
296,1,166,6,84,0.00010799620781936266,0.0001203227224482284,0.0062600056721037805,0.0012170725635186053,0.001160274699249832,0.00046605365654443483,0.0003076250691507102,0.0004996107386669114,7.266097924594402e-05,7.170829734759846e-05,1
297,1,167,6,84,0.00010789590173162913,0.00012020541391926447,0.006259878714248904,0.0012129655857970375,0.0011569777564860943,0.00046509564987920677,0.0003070628595838749,0.0004996105041669634,7.336392935057017e-05,7.58502599889685e-05,1
298,1,168,6,84,0.00010779706982701796,0.00012008986705352084,0.006259752953522478,0.001208883158882041,0.001153693495117395,0.0004641446022804824,0.000306491033687209,0.0004995767005988131,7.420998657624398e-05,8.020371047453655e-05,1
299,1,169,6,84,0.00010769967954599382,0.00011997604425124551,0.0062596283705282476,0.0012048249863896767,0.0011504217469299036,0.00046320039712919735,0.00030590989311392796,0.0004995101100771753,7.518548999065109e-05,8.471066254705809e-05,1
300,1,170,6,84,0.00010760369919960069,0.00011986390885653471,0.00625950494626855,0.001200790777116987,0.0011471623486584326,0.0004622629206336774,0.00030531973273971235,0.0004994115000430055,7.627712533687945e-05,8.932480569274071e-05,1
301,1,171,6,84,0.00010750909794329244,0.00011975342513151501,0.006259382662135564,0.0011967802449394562,0.0011439151418385744,0.0004613320617526106,0.0003047208406542938,0.0004992816231989416,7.747210180098353e-05,9.400934239417687e-05,1
302,1,172,6,84,0.00010741584575166174,0.0001196445582313143,0.006259261499902735,0.0011927931087106264,0.0011406799726631806,0.00046040771212035674,0.00030411349840468954,0.0004991212179470907,7.875828229245396e-05,9.873508182179761e-05,1
303,1,173,6,84,0.00010732391339398258,0.0001195372741797481,0.006259141441716427,0.0011888290921640125,0.0011374566918423833,0.00045948976597437024,0.0003034979810691722,0.0004989310084813925,8.012427108528339e-05,0.00010347885671190617,1
304,1,174,6,84,0.00010723327241060015,0.00011943153984572684,0.006259022470087665,0.0011848879238168916,0.001134245154468418,0.000458578120084858,0.0003028745574601814,0.000498711705154875,8.155946450103595e-05,0.00010822225085950489,1
305,1,175,6,84,0.0001071438950900937,0.00011932732292035624,0.0062589045678841885,0.001180969336876468,0.0011310452198834357,0.0004576726736864403,0.00030224349026735227,0.0004984640047165822,8.305407111547064e-05,0.00011295059454818034,1
306,1,176,6,84,0.00010705575444718459,0.0001192245918946909,0.0062587877183225985,0.001177073069147917,0.0011278567515521564,0.00045677332841188287,0.0003016050360581129,0.0004981885902944815,8.45991080237817e-05,0.00011765217877509522,1
307,1,177,6,84,0.00010696882420139981,0.00011912331603815808,0.006258671904960701,0.0011731988629443476,0.001124679616937192,0.00045587998822771186,0.00030095944562485874,0.0004978861320257413,8.618637917813593e-05,0.0001223176428029447,1
308,1,178,6,84,0.00010688307875640147,0.00011902346537758231,0.006258557111690059,0.0011693464649988983,0.0011215136873788235,0.000454992559371756,0.000300306963865715,0.0004975572868212182,8.780844104043083e-05,0.00012693949691084349,1
309,1,179,6,84,0.0001067984931800248,0.00011892501067683819,0.006258443322728659,0.001165515626378473,0.0011183588379776125,0.00045411095029247153,0.00029964783015752627,0.0004972026990481094,8.945855991403778e-05,0.00013151174967689362,1
310,1,180,6,84,0.00010671504318493588,0.00011882792341707237,0.006258330522613747,0.0011617061023994697,0.0011152149474807024,0.0004532350715900255,0.00029898227827498584,0.0004968230003675692,9.113066441757942e-05,0.00013602961582185116,1
311,1,181,6,84,0.00010663270510994621,0.00011873217577751155,0.006258218696194887,0.001157917652545157,0.0011120818981712978,0.0004523648359591033,0.00029831053660681365,0.0004964188101320036,9.281929577480372e-05,0.00014048928619166159,1
312,1,182,6,84,0.00010655145590190115,0.00011863774061680005,0.006258107828627102,0.001154150040384945,0.0011089595757615995,0.00045150015813335566,0.00029763282828462496,0.0004959907356181146,9.451955789739544e-05,0.0001448877456649248,1
313,1,183,6,84,0.00010647127309817666,0.00011854459145489344,0.006257997905364209,0.00115040303349529,0.0011058478692884985,0.0004506409548314489,0.00029694937121600625,0.0004955393720890201,9.62270686623632e-05,0.0001492226283174841,1
314,1,184,6,84,0.0001063921348097237,0.00011845270245546384,0.006257888912152304,0.0011466764033821707,0.0011027466710122186,0.00044978714470462653,0.00029626037830315243,0.0004950653031915223,9.793791330929406e-05,0.0001534921014533852,1
315,1,185,6,84,0.00010631401970464272,0.00011836204840878172,0.006257780835023355,0.0011429699254053743,0.0010996558763183598,0.00044893864828579784,0.0002955660574470524,0.0004945691009716316,9.964860059946872e-05,0.00015769477233089192,1
316,1,186,6,84,0.00010623690699231639,0.00011827260471513271,0.00625767366028901,0.001139283378704181,0.0010965753836224147,0.00044809538794010866,0.0002948666117280648,0.0004940513262110428,0.00010135602198585953,0.0001618296126698604,1
317,1,187,6,84,0.00010616077640799391,0.00011818434736865293,0.006257567374534475,0.0011356165461247727,0.0010935050942771894,0.00044725728781684306,0.00029416223947337905,0.0004935125285511814,0.00010305741402256281,0.00016589589725710734,1
318,1,188,6,84,0.00010608560819791294,0.00011809725294165614,0.006257461964612557,0.0011319692141488528,0.001090444912482829,0.0004464242738027372,0.0002934531344147358,0.0004929532467978045,0.00010475032392557016,0.00016989315369735533,1
319,1,189,6,84,0.00010601138310484834,0.00011801129856939469,0.006257357417637863,0.0011283411728241516,0.0010873947451994026,0.0004455962734765985,0.00029273948564781344,0.0004923740088457579,0.00010643257825510064,0.00017382112116103024,1
320,1,190,6,84,0.00010593808235413298,0.00011792646193523691,0.0062572537209810855,0.0011247322156960847,0.0010843545020623017,0.00044477321606520856,0.0002920214779162849,0.0004917753322170295,0.00010810225452559997,0.00017767971626759158,1
321,1,191,6,84,0.00010586568764011144,0.0001178427212562783,0.006257150862263445,0.0011211421397408774,0.0010813240952997384,0.0004439550324004513,0.00029129929156306006,0.0004911577239828958,0.00010975765557261139,0.00018146900479648007,1
322,1,192,6,84,0.00010579418111301273,0.00011776005526934516,0.0062570488293512425,0.0011175707453001523,0.0010783034396529612,0.0004431416548776692,0.00029057310269241433,0.0004905216810664737,0.00011139728646471031,0.00018518917810653778,1
323,1,193,6,84,0.00010572354536623278,0.00011767844321740088,0.006256947610350583,0.0011140178360166634,0.0010752924522985353,0.00044233301741515357,0.00028984308326098775,0.0004898676904333923,0.00011301983376882984,0.00018884053342696621,1
324,1,194,6,84,0.00010565376342399465,0.00011759786483630863,0.006256847193602119,0.0011104832187716674,0.0010722910527731855,0.00044152905541478856,0.00028910940112147817,0.0004891962291704385,0.00011462414689023868,0.00019242345719473864,1
325,1,195,6,84,0.00010558481872941904,0.00011751830034199613,0.0062567475676760095,0.0011069667036232565,0.001069299162900447,0.00044072970572378556,0.0002883722201504758,0.0004885077647508224,0.00011620922140470647,0.00019593841114328797,1
326,1,196,6,84,0.00010551669513291724,0.00011743973041794989,0.006256648721366934,0.0011034681037460875,0.0010663167067196484,0.00043993490659744074,0.0002876317003320983,0.0004878027552008011,0.00011777418407932532,0.00019938592041322486,1
327,1,197,6,84,0.00010544937688097296,0.00011736213620305912,0.006256550643689259,0.0010999872353724776,0.0010633436104173087,0.0004391445976630107,0.000286887997817148,0.0004870816492079435,0.0001193182794607809,0.00020276656350084533,1
328,1,198,6,84,0.00010538284860525803,0.0001172854992798151,0.0062564533238722575,0.001096523917734322,0.001060379802259823,0.00043835871988448765,0.000286141265051754,0.00048634488639889075,0.00012084085787789896,0.00020608096367775826,1
329,1,199,6,84,0.00010531709531206078,0.00011720980166282035,0.006256356751355507,0.0010930779730065631,0.0010574252125287059,0.00043757721552840803,0.0002853916508018144,0.00048559289738667557,0.00012234136468505436,0.00020932978167773997,1
330,1,200,6,84,0.00010525210237203716,0.00011713502578761835,0.006256260915784308,0.0010896492262517726,0.0010544797734575275,0.0004368000281305855,0.00028463930023501507,0.0004848261039386026,0.00012381933062289243,0.0002125137094015456,1
331,1,201,6,84,0.00010518785551030621,0.00011706115449982475,0.006256165807005285,0.0010862375053655362,0.0010515434191706613,0.00043602710246375066,0.0002838843550698477,0.00048404491927919995,0.0001252743631928346,0.00021563346453625187,1
332,1,202,6,84,0.00010512434079678258,0.0001169881710445726,0.006256071415062036,0.001082842641023377,0.0010486160856239555,0.0004352583845060884,0.0002831269535560155,0.00048324974806268145,0.0001267061388986046,0.000218689785884104,1
333,1,203,6,84,0.00010506154463684783,0.00011691605905623746,0.006255977730190905,0.0010794644666282931,0.001045697710546868,0.0004344938214106014,0.0002823672306323004,0.0004824409866911377,0.00012811439631596046,0.00022168342938601134,1
334,1,204,6,84,0.0001049994537622689,0.00011684480254843054,0.006255884742816795,0.001076102818259818,0.0010427882333867745,0.0004337333614753587,0.00028160531791388346,0.0004816190233068435,0.000129498929849493,0.00022461516463666102,1
335,1,205,6,84,0.00010493805522241132,0.00011677438590429739,0.006255792443549171,0.001072757534623682,0.0010398875952545726,0.0004329769541145342,0.0002808413438495232,0.0004807842381031047,0.00013085958411983634,0.00022748577185634415,1
336,1,206,6,84,0.00010487733637567972,0.00011670479386705345,0.006255700823178073,0.0010694284570029143,0.0010369957388718107,0.0004322245498302057,0.00028007543370982133,0.0004799370033185714,0.00013219624894832293,0.00023029603934054802,1
337,1,207,6,84,0.00010481728488124057,0.00011663601153078474,0.006255609872670245,0.001066115429209531,0.0010341126085196422,0.0004314761001849426,0.00027930770971176875,0.0004790776834994618,0.0001335088548055135,0.0002330467611359418,1
338,1,208,6,84,0.000104757888690978,0.00011656802433150274,0.00625551958316533,0.0010628182975373588,0.0010312381499892533,0.00043073155777514194,0.00027853829105903483,0.00047820663558099805,0.0001347973687361623,0.00023573873510897848,1
339,1,209,6,84,0.00010469913604167056,0.00011650081803844198,0.00625542994597219,0.0010595369107158793,0.0010283723105334289,0.00042999087620504336,0.00027776729405075754,0.00047732420911790984,0.00013606179069111099,0.00023837276122118067,1
340,1,210,6,84,0.00010464101544742405,0.00011643437874558175,0.006255340952565279,0.0010562711198648582,0.001025515038820216,0.00042925401006151326,0.00027699483204508645,0.0004764307462412364,0.00013730215019521066,0.00024094964003124067,1
341,1,211,6,84,0.00010458351569230278,0.0001163686928634204,0.006255252594581099,0.00105302077844992,0.0010226662848871707,0.0004285209148894323,0.0002762210156129761,0.0004755265819514384,0.00013851850336060574,0.00024347017137093643,1
342,1,212,6,84,0.00010452662582317778,0.00011630374711094756,0.006255164863814735,0.0010497857422391776,0.001019826000097383,0.0004277915471677814,0.0002754459525840706,0.00047461204423282884,0.00013971093019121258,0.00024593515326655263,1
343,1,213,6,84,0.00010447033514278888,0.00011623952850783684,0.006255077752216478,0.0010465658692602872,0.0010169941370970752,0.00042706586428636195,0.0002746697481004776,0.00047368745418584305,0.00014087953212493055,0.0002483453808958599,1
344,1,214,6,84,0.000104414633203008,0.00011617602436687345,0.006254991251888513,0.001043361019758917,0.001014170649773841,0.00042634382452315725,0.0002738925046139368,0.0004727531260176027,0.00014202442982941222,0.0002507016457515861,1
345,1,215,6,84,0.00010435950979828454,0.00011611322228654645,0.006254905355081676,0.001040171056157667,0.0010113554932165527,0.00042562538702225296,0.00027311432204643696,0.0004718093673852566,0.00014314576119122942,0.0002530047348680347,1
346,1,216,6,84,0.00010430495495928522,0.00011605111014387178,0.006254820054192301,0.0010369958430158932,0.0010085486236763956,0.0004249105117723859,0.00027233529776261476,0.0004708564793589918,0.00014424367951719073,0.000255255430210404,1
347,1,217,6,84,0.00010425095894672174,0.00011598967608739048,0.006254735341759119,0.0010338352469903603,0.001005749998528914,0.0004241991595860397,0.0002715555266666713,0.00046989475661273844,0.00014531835187264072,0.0002574545080567544,1
348,1,218,6,84,0.00010419751224533348,0.00011592890853035307,0.00625465121046021,0.0010306891367966033,0.001002959576237418,0.0004234912920790887,0.0002707751012535863,0.0004689244875584102,0.0001463699575975041,0.0002596027385420007,1
349,1,219,6,84,0.0001041446055580807,0.00011586879614410806,0.0062545676531101,0.0010275573831711794,0.0010001773163174988,0.0004227868716510566,0.00026999411166629553,0.0004679459544642342,0.00014739868695244572,0.00026170088523123203,1
350,1,220,6,84,0.00010409222980045787,0.00011580932785163163,0.006254484662656799,0.001024439858834538,0.0009974031793021183,0.0004220858614657551,0.0002692126457037189,0.00046695943349348744,0.0001484047398762272,0.00026374970471859015,1
351,1,221,6,84,0.00010404037609498789,0.00011575049282125645,0.0062544022321790235,0.0010213364384546986,0.0009946371267084697,0.00042138822543256115,0.00026843078888839065,0.0004659651948515922,0.00014938832488508246,0.00026574994637481046,1
352,1,222,6,84,0.0001039890357658844,0.00011569228046056072,0.0062543203548834,0.0010182469986115023,0.0009918791210053255,0.0004206939281881279,0.0002676486245978716,0.00046496350304985664,0.00015034965804107788,0.0002677023520291939,1
353,1,223,6,84,0.00010393820033383189,0.00011563468041041498,0.006254239024101768,0.0010151714177619603,0.0009891291255815595,0.0004200029350785989,0.0002668662339510018,0.0004639546167244435,0.00015128896202017605,0.0002696076557470913,1
354,1,224,6,84,0.00010388786151094534,0.00011557768253918588,0.006254158233288533,0.0010121095762056554,0.000986387104715561,0.00041931521214225284,0.00026608369604167695,0.0004629387890785185,0.0001522064652915657,0.00027146658367838594,1
355,1,225,6,84,0.00010383801119584649,0.00011552127693710065,0.006254077976018084,0.0010090613560513688,0.0009836530235456378,0.00041863072609264783,0.0002653010878193347,0.0004619162676949555,0.00015310240132647974,0.0002732798538506295,1
356,1,226,6,84,0.00010378864146889209,0.00011546545391075515,0.006253998245982237,0.0010060266411842523,0.000980926848041306,0.000417949444302203,0.0002645184842267015,0.0004608872948044511,0.00015397700791861663,0.0002750481760852961,1
357,1,227,6,84,0.00010373974458752855,0.00011541020397776748,0.006253919036987787,0.0010030053172332646,0.0009782085449753868,0.00041727133478616123,0.000263735958246503,0.00045985210740797305,0.000154830526526614,0.0002767722518388353,1
358,1,228,6,84,0.00010369131298176676,0.00011535551786157289,0.006253840342954072,0.0009999972715398714,0.0009754980818969943,0.0004165963661870262,0.0002629535808805037,0.0004588109372330018,0.0001556632017055355,0.00027845277418634117,1
359,1,229,6,84,0.00010364333924981075,0.00011530138648635746,0.006253762157910618,0.0009970023931268467,0.000972795427105333,0.0004159245077593862,0.0002621714212558098,0.00045776401098144936,0.00015647528058312582,0.000280090427708898,1
360,1,230,6,84,0.0001035958161537633,0.00011524780097211625,0.006253684475994792,0.0009940205726677945,0.0009701005496243556,0.00041525572935509456,0.0002613895466339132,0.0004567115503513397,0.00015726701235672068,0.0002816858884721329,1
361,1,231,6,84,0.00010354873661549648,0.00011519475262985493,0.0062536072914495784,0.000991051702457448,0.000967413419178131,0.00041459000140890934,0.00026060802248622123,0.00045565377219970515,0.00015803864786947047,0.0002832398239975754,1
